,text,username,timestamp,message_id,channel_id,stream_id,unique_id,category,sentiment_a,sentiment_g,sentiment_v,sentiment_anders, 
431,Forgive me father for I have sinned,itsjojo101,"2022-06-10 08:20:15,644",250,B,1,250B1,just_chatting,,-1,,,
432,"Poison Mom is here, Jojo",jonlevir,"2022-06-10 08:20:23,119",251,B,1,251B1,just_chatting,,1,,,
433,@jonlevir were you there for the baby raccoon,emerald__arrows,"2022-06-10 08:20:29,161",252,B,1,252B1,just_chatting,,0,,,
434,nice meeting you have a great rest of your stream frolic4LOVE frolic4LOVE frolic4LOVE frolic4LOVE frolic4Llamadance frolic4Llamadance frolic4Llamadance,frolicchris,"2022-06-10 08:20:31,125",253,B,1,253B1,just_chatting,,1,,,
435,Greetings and salutations.,agamotto1313,"2022-06-10 08:20:34,179",254,B,1,254B1,just_chatting,,1,,,
436,Yes! @emerald__arrows,jonlevir,"2022-06-10 08:20:34,216",255,B,1,255B1,just_chatting,,1,,,
437,me ko-neko nkoPLS,sc2tryhard,"2022-06-10 08:20:35,297",256,B,1,256B1,just_chatting,,1,,,
438,What is heterochromia,obiwanjakobi_,"2022-06-10 08:20:39,687",257,B,1,257B1,just_chatting,,0,,,
439,"well you have a room at our house, with a private bathroom hmmmmm",emerald__arrows,"2022-06-10 08:20:50,531",258,B,1,258B1,just_chatting,,0,,,
440,obiwanjakobi_ different coloured eyes,beccabeckery,"2022-06-10 08:20:56,179",259,B,1,259B1,just_chatting,,0,,,
441,Ohhhhhhhh that is very cool,obiwanjakobi_,"2022-06-10 08:21:05,617",260,B,1,260B1,just_chatting,,1,,,
442,and a stream room,emerald__arrows,"2022-06-10 08:21:05,790",261,B,1,261B1,just_chatting,,0,,,
443,@BeccaBeckery Have you finished your biscuits,whoinvitedjez,"2022-06-10 08:21:14,524",262,B,1,262B1,just_chatting,,0,,,
444,where did you get those horns?,b9berry,"2022-06-10 08:21:15,035",263,B,1,263B1,just_chatting,,0,,,
445,!horns,beccabeckery,"2022-06-10 08:21:20,156",264,B,1,264B1,just_chatting,,0,,,
446,So you like the horns on my headset? Well guess what our community member SI3DPrinting made these for me and can make something for you as well. Check them out at - www.si3d.ca,streamelements,"2022-06-10 08:21:20,299",265,B,1,265B1,just_chatting,,0,,,
447,whoinvitedjez I ate so many,beccabeckery,"2022-06-10 08:21:24,354",266,B,1,266B1,just_chatting,,0,,,
448,thanks becca,b9berry,"2022-06-10 08:21:30,703",267,B,1,267B1,just_chatting,,1,,,
449,Have I missed the Arcanine reveal?!,threather,"2022-06-10 08:21:32,443",268,B,1,268B1,just_chatting,,0,,,
450,!discord,moonlightgamestudios,"2022-06-10 08:21:33,878",269,B,1,269B1,just_chatting,,0,,,
451,Mama is in chat,amethystmoon101,"2022-06-10 08:21:34,696",270,B,1,270B1,just_chatting,,0,,,
452,HI MOM,itsjojo101,"2022-06-10 08:21:35,538",271,B,1,271B1,just_chatting,,1,,,
453,"𝙎𝙏𝙊𝙋 (っ◔◡◔)っ ♥ get up stretch, grab some water, and don't text your ex ♥
""
",streamelements,"2022-06-10 08:21:36,335",272,B,1,272B1,just_chatting,,0,,,
454,That’s okay,itsjojo101,"2022-06-10 08:21:39,305",273,B,1,273B1,just_chatting,,1,,,
455,LUL my moms in chat,dromina_x,"2022-06-10 08:21:41,247",274,B,1,274B1,just_chatting,,1,,,
456,I have sinned though,itsjojo101,"2022-06-10 08:21:43,554",275,B,1,275B1,just_chatting,,-1,,,
457,"I repeat, mama poison is in chat",amethystmoon101,"2022-06-10 08:21:43,818",276,B,1,276B1,just_chatting,,1,,,
458,Santa is a state of heart and mind.,agamotto1313,"2022-06-10 08:21:46,267",277,B,1,277B1,just_chatting,,0,,,
459,I love poison mom being here. The chat is so nice and wholesome,ashleyyynicoleeeeeee,"2022-06-10 08:21:47,292",278,B,1,278B1,just_chatting,,1,,,
460,ok she has stepped away,emerald__arrows,"2022-06-10 08:21:51,487",279,B,1,279B1,just_chatting,,0,,,
461,sheeeeeeeeeesh,rcstablesteven,"2022-06-10 08:21:56,743",280,B,1,280B1,just_chatting,,-1,,,
462,He looks so sultry!!!!!,threather,"2022-06-10 08:21:57,019",281,B,1,281B1,just_chatting,,1,,,
463,"Black and white Arcanine, so moody and dramatic",skytutuwu,"2022-06-10 08:22:02,754",282,B,1,282B1,just_chatting,,1,,,
464,I’ll text you actually,itsjojo101,"2022-06-10 08:22:08,182",283,B,1,283B1,just_chatting,,0,,,
465,i NEED that size of entei,madiduvernay,"2022-06-10 08:22:13,404",284,B,1,284B1,just_chatting,,0,,,
466,"oh my gosh, it was so exciting seeing you on the homepage!",kate_ca,"2022-06-10 08:22:14,735",285,B,1,285B1,just_chatting,,1,,,
467,Jojster,whoinvitedjez,"2022-06-10 08:22:19,036",286,B,1,286B1,just_chatting,,1,,,
468,nkoCool,sc2tryhard,"2022-06-10 08:22:21,981",287,B,1,287B1,just_chatting,,1,,,
469,Get you a girl you looks at you the same way Posion looks at the big lad,nysnarkexchange,"2022-06-10 08:22:22,150",288,B,1,288B1,just_chatting,,1,,,
470,You can fit so much serotonin in this bad boy GivePLZ,chrya,"2022-06-10 08:22:32,860",289,B,1,289B1,just_chatting,,1,,,
471,omg @MadiDuVernay that would so cool if there was one,khmerrabbit,"2022-06-10 08:22:33,038",290,B,1,290B1,just_chatting,,1,,,
472,@MadiDuVernay omg @__@ the way i need an entei that large!!!,esnueil,"2022-06-10 08:22:33,881",291,B,1,291B1,just_chatting,,1,,,
473,who looks**,nysnarkexchange,"2022-06-10 08:22:39,414",292,B,1,292B1,just_chatting,,1,,,
474,***,pwhereuwant_,"2022-06-10 08:22:43,406",293,B,1,293B1,just_chatting,,0,,,
475,"The IMMEDIATE ""fuuuuck"" HAHAHA",beccabeckery,"2022-06-10 08:22:45,181",294,B,1,294B1,just_chatting,,1,,,
476,the baby is here now,emerald__arrows,"2022-06-10 08:22:47,400",295,B,1,295B1,just_chatting,,0,,,
477,stretch break lol smart is that a redeem?,dromina_x,"2022-06-10 08:22:50,068",296,B,1,296B1,just_chatting,,1,,,
478,PwhereUwant_ no links in chat :),beccabeckery,"2022-06-10 08:22:51,493",297,B,1,297B1,just_chatting,,0,,,
479,can we swear now,fisheeprice,"2022-06-10 08:22:51,905",298,B,1,298B1,just_chatting,,0,,,
480,@Esnueil i would pass away so hecking happy,madiduvernay,"2022-06-10 08:23:02,658",299,B,1,299B1,just_chatting,,1,,,
481,A life size Arcanine!,agamotto1313,"2022-06-10 08:23:07,062",300,B,1,300B1,just_chatting,,1,,,
482,yooooo,vlonexlando,"2022-06-10 08:23:18,323",301,B,1,301B1,just_chatting,,1,,,
483,"Yea, my favourite pokemon, Hentai",whoinvitedjez,"2022-06-10 08:23:20,269",302,B,1,302B1,just_chatting,,1,,,
484,AHA,itsjojo101,"2022-06-10 08:23:26,518",303,B,1,303B1,just_chatting,,1,,,
485,dippedinHI,chunkiye,"2022-06-10 08:23:31,022",304,B,1,304B1,just_chatting,,1,,,
486,LUL,millylite,"2022-06-10 08:23:33,686",305,B,1,305B1,just_chatting,,1,,,
487,JEZ,fisheeprice,"2022-06-10 08:23:37,371",306,B,1,306B1,just_chatting,,0,,,
488,"He's a grinning menace.
""
",emerald__arrows,"2022-06-10 08:23:37,537",307,B,1,307B1,just_chatting,,0,,,
489,up to Casanova to approve nkoHehe,sc2tryhard,"2022-06-10 08:23:40,648",308,B,1,308B1,just_chatting,,0,,,
490,Who needs a body pillow when you have a body arcanine?!,threather,"2022-06-10 08:23:41,570",309,B,1,309B1,just_chatting,,0,,,
491,No joke that’s what I said at some point,itsjojo101,"2022-06-10 08:23:41,668",310,B,1,310B1,just_chatting,,p,,,
492,Hello everyone!!! justrh1Octopi,slavmorana,"2022-06-10 08:23:46,587",311,B,1,311B1,just_chatting,,1,,,
493,dippedinCULT dippedinCULT dippedinCULT,fingermyphiltrum,"2022-06-10 08:23:48,737",312,B,1,312B1,just_chatting,,1,,,
494,THE PLUSH! it’s glorious!,takotuwusday,"2022-06-10 08:23:49,455",313,B,1,313B1,just_chatting,,1,,,
495,"Dad's here now
""
",emerald__arrows,"2022-06-10 08:23:51,605",314,B,1,314B1,just_chatting,,0,,,
496,dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT dippedinCULT,nysnarkexchange,"2022-06-10 08:23:54,370",315,B,1,315B1,just_chatting,,1,,,
497,YOGA BREAK LUL Imma do that too lol,dromina_x,"2022-06-10 08:23:55,628",316,B,1,316B1,just_chatting,,1,,,
498,HI PAPA P,fisheeprice,"2022-06-10 08:24:00,412",317,B,1,317B1,just_chatting,,1,,,
499,Because we had a “okay so what now” and I said “it’s pride month 🤷🏼‍♀️ “,itsjojo101,"2022-06-10 08:24:02,681",318,B,1,318B1,just_chatting,,0,,,
500,jk hahahaha,emerald__arrows,"2022-06-10 08:24:02,792",319,B,1,319B1,just_chatting,,1,,,
501,i followed ur nice :(,vlonexlando,"2022-06-10 08:24:34,477",320,B,1,320B1,just_chatting,,-1,,,
502,hi dad,millylite,"2022-06-10 08:24:35,285",321,B,1,321B1,just_chatting,,1,,,
503,hi dad,skullyinks,"2022-06-10 08:24:38,290",322,B,1,322B1,just_chatting,,1,,,
504,"Lol - we need a ""dog cam"" that is nothing but arcanine.",threather,"2022-06-10 08:24:39,630",323,B,1,323B1,just_chatting,,1,,,
505,HENLO DAD,whoinvitedjez,"2022-06-10 08:24:39,827",324,B,1,324B1,just_chatting,,1,,,
506,Hi PoisonDad!,nohvah00,"2022-06-10 08:24:39,935",325,B,1,325B1,just_chatting,,1,,,
507,hi dad,benzkun330,"2022-06-10 08:24:40,455",326,B,1,326B1,just_chatting,,1,,,
508,hai PoisonDad!,jonlevir,"2022-06-10 08:24:40,786",327,B,1,327B1,just_chatting,,1,,,
509,Hai dad,takotuwusday,"2022-06-10 08:24:41,474",328,B,1,328B1,just_chatting,,1,,,
510,yo wuddup friends! how goes the viewbotting? Kappa,glamshatterskull,"2022-06-10 08:24:43,521",329,B,1,329B1,just_chatting,,1,,,
511,he is actually here he said hi government name,emerald__arrows,"2022-06-10 08:24:50,128",330,B,1,330B1,just_chatting,,0,,,
512,hi pops :),rcstablesteven,"2022-06-10 08:24:50,190",331,B,1,331B1,just_chatting,,1,,,
513,GlamShatterskull haii LMAO,beccabeckery,"2022-06-10 08:24:50,997",332,B,1,332B1,just_chatting,,1,,,
514,hi poison dad dippedinPRIDE,champhomebody,"2022-06-10 08:24:52,029",333,B,1,333B1,just_chatting,,1,,,
515,Hi PoisonDad!,cosmicflames27,"2022-06-10 08:24:52,094",334,B,1,334B1,just_chatting,,1,,,
516,Hi PoisonDad!,khmerrabbit,"2022-06-10 08:24:53,454",335,B,1,335B1,just_chatting,,1,,,
517,hai Glam,jonlevir,"2022-06-10 08:24:56,219",336,B,1,336B1,just_chatting,,1,,,
518,hi poison dad,ashleyyynicoleeeeeee,"2022-06-10 08:24:56,257",337,B,1,337B1,just_chatting,,1,,,
519,"""poop, darn, heck!"" nkoHehe",sc2tryhard,"2022-06-10 08:24:58,378",338,B,1,338B1,just_chatting,,0,,,
520,It would be interesting if they made a life size Entei plushie.,agamotto1313,"2022-06-10 08:25:03,564",339,B,1,339B1,just_chatting,,0,,,
521,@BeccaBeckery glamLUL,glamshatterskull,"2022-06-10 08:25:05,332",340,B,1,340B1,just_chatting,,1,,,
522,I go clock in now! Everyone have a good day/night jadeLove,cosmicflames27,"2022-06-10 08:25:07,614",341,B,1,341B1,just_chatting,,1,,,
523,hi PoisonDad,baysidetaco,"2022-06-10 08:25:10,043",342,B,1,342B1,just_chatting,,1,,,
524,LUL,kellytheslayer,"2022-06-10 08:25:21,716",343,B,1,343B1,just_chatting,,1,,,
525,LUL,esnueil,"2022-06-10 08:25:29,691",344,B,1,344B1,just_chatting,,1,,,
526,KEKW,champhomebody,"2022-06-10 08:25:35,848",345,B,1,345B1,just_chatting,,1,,,
527,such a wise man,baysidetaco,"2022-06-10 08:25:37,793",346,B,1,346B1,just_chatting,,1,,,
528,BE GAY! DO CRIME!,si3dprinting,"2022-06-10 08:25:44,245",347,B,1,347B1,just_chatting,,0,,,
529,2D husbands are exempt from this rule,esnueil,"2022-06-10 08:25:45,679",348,B,1,348B1,just_chatting,,0,,,
530,"sounds gay, ill bring taco bell",nysnarkexchange,"2022-06-10 08:25:50,593",349,B,1,349B1,just_chatting,,0,,,
531,dad just giggled when I told him everyone said hi,emerald__arrows,"2022-06-10 08:25:51,483",350,B,1,350B1,just_chatting,,0,,,
532,"!gm    good morning, hope everyone’s having a lovely day dippedinLOVE <3",twiztidcore,"2022-06-10 08:25:52,846",351,B,1,351B1,just_chatting,,1,,,
533,Kissahomie 𝓰𝓸𝓸𝓭 𝓶𝓸𝓻𝓷𝓲𝓷𝓰 𝓱𝓸𝓶𝓲𝓮𝓼 Kissahomie,streamelements,"2022-06-10 08:25:52,936",352,B,1,352B1,just_chatting,,0,,,
534,oh man color is fire girl. show off that beautiful makeup,dromina_x,"2022-06-10 08:25:54,998",353,B,1,353B1,just_chatting,,1,,,
535,"he's smiling so big
""
",emerald__arrows,"2022-06-10 08:25:56,726",354,B,1,354B1,just_chatting,,1,,,
536,That’s amazing advice,khmerrabbit,"2022-06-10 08:26:03,393",355,B,1,355B1,just_chatting,,1,,,
537,leave it to twitch to have a misandrist on the home page,benceb24,"2022-06-10 08:26:03,431",356,B,1,356B1,just_chatting,,-1,,,
538,wow we love poison dad,kellytheslayer,"2022-06-10 08:26:06,875",357,B,1,357B1,just_chatting,,1,,,
539,Marriage is a trap. I managed to avoid it.,agamotto1313,"2022-06-10 08:26:08,001",358,B,1,358B1,just_chatting,,0,,,
540,I wish more adults told the youth that,khmerrabbit,"2022-06-10 08:26:10,980",359,B,1,359B1,just_chatting,,0,,,
541,nkoCool,sc2tryhard,"2022-06-10 08:26:14,484",360,B,1,360B1,just_chatting,,1,,,
542,hi,sheluvsmarrr,"2022-06-10 08:26:25,986",361,B,1,361B1,just_chatting,,1,,,
543,today IS trash day lol,madiduvernay,"2022-06-10 08:26:34,189",362,B,1,362B1,just_chatting,,0,,,
544,OH NO.,takotuwusday,"2022-06-10 08:26:34,332",363,B,1,363B1,just_chatting,,-1,,,
545,i love how sweet your parents are dippedinHUG,ashleyyynicoleeeeeee,"2022-06-10 08:26:38,107",364,B,1,364B1,just_chatting,,1,,,
546,"That's dreadful advice, we need more people getting together and having families.
""
",porcamics,"2022-06-10 08:26:38,457",365,B,1,365B1,just_chatting,,0,,,
547,"marriage for some is definitely prison, not me tho :)",rcstablesteven,"2022-06-10 08:26:38,553",366,B,1,366B1,just_chatting,,0,,,
548,wsp,sheluvsmarrr,"2022-06-10 08:26:42,914",367,B,1,367B1,just_chatting,,1,,,
549,dippedinHI,vendetta2997,"2022-06-10 08:26:44,865",368,B,1,368B1,just_chatting,,1,,,
550,I forgot it’s MY trash day,takotuwusday,"2022-06-10 08:26:46,913",369,B,1,369B1,just_chatting,,0,,,
551,thursday is trash day fasFine,kellytheslayer,"2022-06-10 08:26:46,952",370,B,1,370B1,just_chatting,,0,,,
552,brb choking on patotes chips,gamergirl_5h,"2022-06-10 08:26:48,040",371,B,1,371B1,just_chatting,,-1,,,
553,dippedinEMO_TK.,meloldyz,"2022-06-10 08:26:51,214",372,B,1,372B1,just_chatting,,1,,,
554,<3,tinykass,"2022-06-10 08:26:53,467",373,B,1,373B1,just_chatting,,1,,,
555,Gm gm,patmahomeboy,"2022-06-10 08:26:53,979",374,B,1,374B1,just_chatting,,1,,,
556,welp,takotuwusday,"2022-06-10 08:26:54,230",375,B,1,375B1,just_chatting,,0,,,
557,lol,baysidetaco,"2022-06-10 08:27:02,273",376,B,1,376B1,just_chatting,,1,,,
558,@emerald__arrows HELLO UNCLE!!,si3dprinting,"2022-06-10 08:27:04,978",377,B,1,377B1,just_chatting,,1,,,
559,"""hey girl ,I love you too babe""",emerald__arrows,"2022-06-10 08:27:10,601",378,B,1,378B1,just_chatting,,11,,,
560,So wholesome! dippedinLOVE dippedinLOVE dippedinLOVE,khmerrabbit,"2022-06-10 08:27:16,199",379,B,1,379B1,just_chatting,,1,,,
561,cute dad is cute,millylite,"2022-06-10 08:27:24,082",380,B,1,380B1,just_chatting,,1,,,
562,"porcamics literally not everyone wants kids, quit tryna force people to have kids when they do not want them :)",beccabeckery,"2022-06-10 08:27:26,130",381,B,1,381B1,just_chatting,,0,,,
563,^,millylite,"2022-06-10 08:27:35,451",382,B,1,382B1,just_chatting,,0,,,
564,I am loving this pink under the eye!! Sooo nice!!,crissylov3,"2022-06-10 08:27:37,830",383,B,1,383B1,just_chatting,,1,,,
565,"W sibling, translating for parents",champhomebody,"2022-06-10 08:27:38,215",384,B,1,384B1,just_chatting,,0,,,
566,"Not everyone wants to be married, either. And no one should be shamed for that choice",jonlevir,"2022-06-10 08:27:44,465",385,B,1,385B1,just_chatting,,0,,,
567,With mods taking out all this frontpage trash every day is trashday here,fingermyphiltrum,"2022-06-10 08:27:57,467",386,B,1,386B1,just_chatting,,-1,,,
568,Facts Jon,khmerrabbit,"2022-06-10 08:27:58,798",387,B,1,387B1,just_chatting,,0,,,
569,Hallo BEAUTY! kimieuCUTIE,kimieux,"2022-06-10 08:28:06,163",388,B,1,388B1,just_chatting,,1,,,
570,!ptm keep it up homies,millylite,"2022-06-10 08:28:08,833",389,B,1,389B1,just_chatting,,0,,,
571,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:08,926",390,B,1,390B1,just_chatting,,0,,,
572,!ptm,khmerrabbit,"2022-06-10 08:28:15,592",391,B,1,391B1,just_chatting,,0,,,
573,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:15,701",392,B,1,392B1,just_chatting,,0,,,
574,Your makeup is so pretty!!,yuphemia,"2022-06-10 08:28:18,153",393,B,1,393B1,just_chatting,,1,,,
575,speaking of pride month and seeing as dads in chat - can we get their reaction from when you came out?,freebah,"2022-06-10 08:28:19,175",394,B,1,394B1,just_chatting,,0,,,
576,what puts you down a good path in raising children/,webetterboy,"2022-06-10 08:28:29,356",395,B,1,395B1,just_chatting,,0,,,
577,I miss the vibes here. How are you MJ??,kimieux,"2022-06-10 08:28:34,795",396,B,1,396B1,just_chatting,,0,,,
578,"was going to ask if poison parentals have arrived, but that was adorable. rosecolorHEART",twiztidcore,"2022-06-10 08:28:36,994",397,B,1,397B1,just_chatting,,0,,,
579,"Apparently Twitch got rid of the founder's badge thing permanently lmfao
""
",beccabeckery,"2022-06-10 08:28:41,698",398,B,1,398B1,just_chatting,,0,,,
580,raising children?,webetterboy,"2022-06-10 08:28:43,854",399,B,1,399B1,just_chatting,,0,,,
581,@Webetterboy therapy. Lots of therapy,jonlevir,"2022-06-10 08:28:46,926",400,B,1,400B1,just_chatting,,0,,,
582,!ptm,chrya,"2022-06-10 08:28:49,795",401,B,1,401B1,just_chatting,,0,,,
583,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:49,989",402,B,1,402B1,just_chatting,,0,,,
584,Like removing it from people *,beccabeckery,"2022-06-10 08:28:50,024",403,B,1,403B1,just_chatting,,0,,,
585,!ptm,little_hercules,"2022-06-10 08:28:51,431",404,B,1,404B1,just_chatting,,0,,,
586,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:51,608",405,B,1,405B1,just_chatting,,0,,,
587,!ptm,fingermyphiltrum,"2022-06-10 08:28:52,080",406,B,1,406B1,just_chatting,,0,,,
588,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:52,270",407,B,1,407B1,just_chatting,,0,,,
589,Good morning! First time in stream ☺️,zakiah_anthony,"2022-06-10 08:28:55,072",408,B,1,408B1,just_chatting,,1,,,
590,!ptm,twiztidcore,"2022-06-10 08:28:56,859",409,B,1,409B1,just_chatting,,0,,,
591,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:28:56,959",410,B,1,410B1,just_chatting,,0,,,
592,dippedinLOVE_HF M O D S dippedinLOVE,fingermyphiltrum,"2022-06-10 08:28:57,106",411,B,1,411B1,just_chatting,,1,,,
593,!ptm,fingermyphiltrum,"2022-06-10 08:29:00,341",412,B,1,412B1,just_chatting,,0,,,
594,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:29:00,500",413,B,1,413B1,just_chatting,,0,,,
595,!ptm,baysidetaco,"2022-06-10 08:29:03,413",414,B,1,414B1,just_chatting,,0,,,
596,PETTHEMODS PETTHEMODS PETTHEMODS,streamelements,"2022-06-10 08:29:03,576",415,B,1,415B1,just_chatting,,0,,,
597,hi sister,ditto_gameify,"2022-06-10 08:29:08,097",416,B,1,416B1,just_chatting,,1,,,
598,@BeccaBeckery still showing for me. Did they take away the option to remove it from people?,jonlevir,"2022-06-10 08:29:15,168",417,B,1,417B1,just_chatting,,0,,,
599,Imma be an aunt this year and thats the ideal,nysnarkexchange,"2022-06-10 08:29:15,894",418,B,1,418B1,just_chatting,,0,,,
600,Cool!,webetterboy,"2022-06-10 08:29:20,718",419,B,1,419B1,just_chatting,,1,,,
601,"if you feel like you need to do better than your parents. you're lucky if you don't
""
",champhomebody,"2022-06-10 08:29:20,754",420,B,1,420B1,just_chatting,,0,,,
602,My mom said she is fine with my cat being her only grandchild,ashleyyynicoleeeeeee,"2022-06-10 08:29:29,316",421,B,1,421B1,just_chatting,,1,,,
603,gonna spoil that kid and then hand them back to their parents,nysnarkexchange,"2022-06-10 08:29:31,119",422,B,1,422B1,just_chatting,,0,,,
604,"They took it down to ""fix"" it",tinyvalkyr,"2022-06-10 08:29:35,157",423,B,1,423B1,just_chatting,,0,,,
605,Twitch LOVES drama,sp00kytea,"2022-06-10 08:29:37,843",424,B,1,424B1,just_chatting,,-1,,,
606,"Not the badge, I mean changing it to remove it from inactive/banned users jonlevir",beccabeckery,"2022-06-10 08:29:41,197",425,B,1,425B1,just_chatting,,0,,,
607,just in general LUL,sp00kytea,"2022-06-10 08:29:42,836",426,B,1,426B1,just_chatting,,1,,,
608,"Ah, gotcha",jonlevir,"2022-06-10 08:29:46,437",427,B,1,427B1,just_chatting,,0,,,
609,ریدوم دهنت یرع,stev_ston,"2022-06-10 08:29:48,776",428,B,1,428B1,just_chatting,,0,,,
610,how is your day going,sheluvsmarrr,"2022-06-10 08:30:01,123",429,B,1,429B1,just_chatting,,1,,,
611,auntie poison <3,esnueil,"2022-06-10 08:30:08,641",430,B,1,430B1,just_chatting,,1,,,
612,wtf 14k peeps,mrsoya,"2022-06-10 08:30:09,358",431,B,1,431B1,just_chatting,,0,,,
613,"children can't compete with puppies and kittens nkoShrug
""
",sc2tryhard,"2022-06-10 08:30:12,839",432,B,1,432B1,just_chatting,,0,,,
614,mrsoya front page.,beccabeckery,"2022-06-10 08:30:27,378",433,B,1,433B1,just_chatting,,0,,,
615,WAIT can you show big boi Arcanine?? dippedinPOPCORN,sp00kytea,"2022-06-10 08:30:34,241",434,B,1,434B1,just_chatting,,1,,,
616,what is your content lady ?,ahmed_osama222,"2022-06-10 08:30:37,556",435,B,1,435B1,just_chatting,,0,,,
617,"hey someone's gotta be the cool aunt
""
",kellytheslayer,"2022-06-10 08:30:41,409",436,B,1,436B1,just_chatting,,1,,,
618,ahmed_osama222 just chatting,beccabeckery,"2022-06-10 08:30:46,426",437,B,1,437B1,just_chatting,,0,,,
619,remove me mommy Kreygasm,rcstablesteven,"2022-06-10 08:30:59,125",438,B,1,438B1,just_chatting,,0,,,
620,uni100,tsarynadaeyra,"2022-06-10 08:31:01,069",439,B,1,439B1,just_chatting,,0,,,
621,dippedinHYPE TsarynaDaeyra just cheered 100 bits dippedinHYPE,streamelements,"2022-06-10 08:31:01,581",440,B,1,440B1,just_chatting,,0,,,
622,Poisoned baby sounds kinda edgy haha,ashleyyynicoleeeeeee,"2022-06-10 08:31:11,477",441,B,1,441B1,just_chatting,,1,,,
623,that sounds like my absolute nightmare,fisheeprice,"2022-06-10 08:31:14,893",442,B,1,442B1,just_chatting,,0,,,
624,@sc2tryhard saving up for a corgi as we speak,nysnarkexchange,"2022-06-10 08:31:22,081",443,B,1,443B1,just_chatting,,1,,,
625,you only chat in the stream ??  ItsBoshyTime ItsBoshyTime,ditto_gameify,"2022-06-10 08:31:26,567",444,B,1,444B1,just_chatting,,1,,,
626,pixHearts,tsarynadaeyra,"2022-06-10 08:31:27,284",445,B,1,445B1,just_chatting,,1,,,
627,wow,impasta_drip5629,"2022-06-10 08:31:35,989",446,B,1,446B1,just_chatting,,1,,,
628,how old r u,sheluvsmarrr,"2022-06-10 08:31:42,130",447,B,1,447B1,just_chatting,,0,,,
629,"I'm still v confused how headass got it before I did bc I subbed before him lmfao
""
",beccabeckery,"2022-06-10 08:31:45,665",448,B,1,448B1,just_chatting,,0,,,
630,men,kellytheslayer,"2022-06-10 08:31:51,757",449,B,1,449B1,just_chatting,,0,,,
631,"weird, im still seeing the Founder's badge on other channels
""
",chrya,"2022-06-10 08:31:52,079",450,B,1,450B1,just_chatting,,0,,,
632,!age,beccabeckery,"2022-06-10 08:31:52,475",451,B,1,451B1,just_chatting,,0,,,
633,12 Kappa,streamelements,"2022-06-10 08:31:52,607",452,B,1,452B1,just_chatting,,0,,,
634,"same, Becca, lol",jonlevir,"2022-06-10 08:31:55,120",453,B,1,453B1,just_chatting,,1,,,
635,"ACTION Don't forget, a great free way to support Poison is by following and interacting with her socials! 𝗧𝗪𝗜𝗧𝗧𝗘𝗥:  twitter.com/dippedinpoison 𝗜𝗡𝗦𝗧𝗔𝗚𝗥𝗔𝗠: instagram.com/dippedinpoison_/ 𝗧𝗜𝗞𝗧𝗢𝗞: https://www.tiktok.com/@dippedinpoison
""
",streamelements,"2022-06-10 08:32:06,196",454,B,1,454B1,just_chatting,,0,,,
636,"they left the badge up, they took away the ability to remove the Founder's Badge from people
""
",jonlevir,"2022-06-10 08:32:17,696",455,B,1,455B1,just_chatting,,0,,,
637,"Chrya they didn't remove the badge, just the option to remove it from people
""
",beccabeckery,"2022-06-10 08:32:29,277",456,B,1,456B1,just_chatting,,0,,,
638,I love your stream because its like listening to a podcast as I do work.,kimithy23,"2022-06-10 08:32:30,874",457,B,1,457B1,just_chatting,,1,,,
639,dippedinANNOYED dippedinANNOYED dippedinANNOYED,sp00kytea,"2022-06-10 08:32:33,025",458,B,1,458B1,just_chatting,,1,,,
640,"Yes, only in stream, never IRL. jerKappa",omegaadamant,"2022-06-10 08:32:34,842",459,B,1,459B1,just_chatting,,1,,,
641,oh,chrya,"2022-06-10 08:32:35,139",460,B,1,460B1,just_chatting,,0,,,
642,HUH?,sierratheshields,"2022-06-10 08:32:35,482",461,B,1,461B1,just_chatting,,0,,,
643,wait? you? speak?,whoinvitedjez,"2022-06-10 08:32:48,180",462,B,1,462B1,just_chatting,,0,,,
644,kimithy23 just subscribed dippedinWOW,streamelements,"2022-06-10 08:32:48,230",463,B,1,463B1,just_chatting,,0,,,
645,Does the streamer talk?,jonlevir,"2022-06-10 08:32:54,707",464,B,1,464B1,just_chatting,,0,,,
646,I had no idea,whoinvitedjez,"2022-06-10 08:33:00,921",465,B,1,465B1,just_chatting,,0,,,
647,"@BeccaBeckery did yours start as a gift sub? because founder age starts when you sub/prime-sub, not get a gift sub",mira_skye8,"2022-06-10 08:33:02,106",466,B,1,466B1,just_chatting,,0,,,
648,you look beautiful by the way,ahmed_osama222,"2022-06-10 08:33:03,079",467,B,1,467B1,just_chatting,,1,,,
649,"BeccaBeckery oh okok. I didn't think it was a mod option
""
",chrya,"2022-06-10 08:33:03,643",468,B,1,468B1,just_chatting,,0,,,
